BOR;AN;FI;GRP;RS;FI_ET;RS_ET;FI_EJ
STB;2014;060780996;15;CH SAINTE MARIE;060788239;C.M.P.LES EAUX VIVES;630786754
STB;2014;060780996;15;CH SAINTE MARIE;060788379;CMP CAGNES SUR MER;630786754
STB;2014;060780996;15;CH SAINTE MARIE;060788577;C.M.P. JOFFRE;630786754
STB;2014;060781200;09;CLINIQUE SAINT ANTOINE;;;060000635
STB;2014;060781374;09;INSTITUT POLYCLINIQUE DE CANNES;;;060000718
STB;2014;060781929;15;CLINIQUE DE LA COSTIERE;;;060000858
STB;2014;060785003;04;HOPITAL PASTEUR DU CHU DE NICE;060020013;CMP LE PROMONTOIRE;060785011
STB;2014;060785003;04;HOPITAL PASTEUR DU CHU DE NICE;060788262;CMP HLM LES MOULINS;060785011
STB;2014;060785219;09;CLINIQUE PLEIN CIEL;;;060001468
STB;2014;060785227;09;CLINIQUE DE SOINS DE SUITE ET DE READAPTATION ST BASILE;;;060001476
STB;2014;060785243;09;HAD DE NICE ET REGION;;;060001484
STB;2014;060788957;04;HOPITAL DE CIMIEZ;060793775;CHU DE NICE SLD DE L'HOPITAL DE CIMIEZ;060785011
STB;2014;060789195;04;HOPITAL DE L'ARCHET DU CHU DE NICE;;;060785011
STB;2014;060789674;09;CENTRE HELIO MARIN;;;130037815
STB;2014;060790177;04;CHU DE NICE CTRE CONVALESCENCE TENDE;060004918;CHU DE NICE USLD DE TENDE;060785011
STB;2014;060790631;04;CH LA PALMOSA SLD DE MENTON;;;060791761
STB;2014;060790680;04;CH DE GRASSE CENTRE DE LONG SEJOUR;;;060780897
STB;2014;060790862;09;C.A.L.M.E.;;;060001997
STB;2014;060791811;09;A.G.R.M.S;060793239;A.G.R.M.S.;750826638
STB;2014;060794013;09;CHIRURGIE CARDIAQUE A.TZANCK;;;060790797
STB;2014;060794021;04;CH PIERRE NOUVEAU CTRE MOY SEJ CANNES;060790185;CH PIERRE NOUVEAU SLD CANNES;060780988
STB;2014;060798881;09;MAISON DE CONVALESCENCE LA SERENA;;;060798873
STB;2014;060800166;09;CLINIQUE DE L'ESPERANCE;;;060780608
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060019262;HJ CAGNES SUR MER;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060019973;HJ LENVAL SECTEUR 06I04;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060019981;CMP LA TRINITE;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060020005;CMP COSTANZO;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060781069;HJ COSTANZO;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060787678;CMP MENTON;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060787769;CMP CAGNES SUR MER;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060787785;CMP PLACE DU CARRET;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060787793;CMP DE CARROS;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060788254;CMP DU PARC;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060788759;HJ LENVAL SECTEUR 06I03;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060789203;CMP L'AMARANTE;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060791472;HJ LA CARAVELLE;060800174
STB;2014;060800174;05;FONDATION LENVAL HOPITAL POUR ENFANTS;060793908;HJ INTERSECTORIEL POUR ADOLESCENTS;060800174
STB;2014;060800182;09;UNITE DE DIETETIQUE;;;060002912
STB;2014;060800687;09;MAISON  DE CONVALESCENCE LES MAGNOLIAS;;;060000221
STB;2014;070000013;04;CH DES VALS D'ARDÈCHE;;;070002878
STB;2014;070000021;04;CENTRE HOSPITALIER JOS JULLIEN;;;070780101
STB;2014;070000039;04;HÔPITAL LOCAL DE VALLON PONT D'ARC;;;070780119
STB;2014;070000047;04;CH DE  VILLENEUVE DE BERG;070784939;USLD HOPITAL DE VILLENEUVE DE BERG;070780127
STB;2014;070000062;04;HL DE BOURG ST ANDEOL;;;070005558
STB;2014;070000070;04;HOPITAL LOCAL DU CHEYLARD;;;070780150
STB;2014;070000096;09;HOPITAL DE MOZE;;;070780184
STB;2014;070000112;04;CH LÉOPOLD OLLIER;;;070780218
STB;2014;070000146;04;HÔPITAL LOCAL DE LARGENTIÈRE;;;070004742
STB;2014;070000179;04;CH D'ARDÈCHE NORD;;;070780358
STB;2014;070000187;04;HOPITAL LOCAL DE LAMASTRE;;;070780366
STB;2014;070000195;04;HL DE TOURNON;;;070780374
STB;2014;070000203;04;HL DE ST FELICIEN;;;070780382
STB;2014;070000484;04;CH DE VALS LES BAINS;;;070005566
STB;2014;070000609;04;CH D'AUBENAS;;;070005566
STB;2014;070006168;09;CTRE DE RÉÉDUC RESPIRATOIRE;;;300016847
STB;2014;070006804;04;SSR SITE BERNARD HUGO;;;070005566
STB;2014;070780168;09;CLINIQUE DU VIVARAIS SAS;;;070000088
STB;2014;070780226;09;CTRE DE REEDUC. RESPIRATOIRE FOLCHERAN;;;300016847
STB;2014;070780234;09;CENTRE SSR LE CHATEAU;;;750721300
STB;2014;070780242;09;SAS CHAPUIS Fernande;;;070000120
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070002399;CMP ADULTES PRIVAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070003058;CMP ADULTES;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070003108;CATTP ADULTES TOURNON;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070003199;CMP ADULTES LE CHEYLARD;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070003249;CATTP ADULTES PRIVAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070003298;CATTP ADULTES PRIVAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070003348;CATTP ADULTES AUBENAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070003389;CATTP ADULTES LARGENTIERE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070003439;CATTP ADULTES LE TEIL;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070003488;CMP ADULTES LES VANS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070004593;HOPITAL DE JOUR ADULTES LE TEIL;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070005046;HOPITAL DE JOUR PAUL-CLAUDE RACAMIER;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070005061;HOPITAL DE JOUR ADULTE AUBENAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070005269;CATTP ENFANTS LA PETITE BOBINE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070005277;CMP ENFANTS LAMASTRE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070005285;CMP ENFANTS LE TEIL;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070005293;CMP ENFANTS TOURNON;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070005301;CATTP ENFANTS PRIVAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070005319;CMP ENFANTS LA VOULTE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070005335;CMP ENFANTS LES VANS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070006465;HJ ENFANTS PRIVAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070006812;CATTP POUR ENFANTS -LE FIL DE SOI-;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070006820;CATTP RESTAURANT THERAPEUTIQUE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070006838;HOPITAL DE JOUR VILLA SOPHIE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070006846;HJ ADULTES PRIVAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070007042;CATTP -LE FIL D'ARIANE-;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785183;CMP ADULTES ANNONAY;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785191;CMP ADULTES GUILHERAND GRANGES;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785209;CMP ADULTES AUBENAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785217;CMP ENFANTS ANNONAY;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785225;CMP ENFANTS GUILHERAND GRANGES;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785233;CMP ADULTES TOURNON SUR RHONE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785241;CMP ENFANTS LE CHEYLARD;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785258;CMP ADULTES LAMASTRE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785266;CMP ENFANTS ET ADO. DE SION AUBENAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785282;CMP ADULTES LARGENTIERE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785290;CMP ADULTES LE TEIL;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785308;CMP ENFANTS PRIVAS;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785316;CMP ENFANTS BOURG SAINT ANDEOL;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785456;HOPITAL DE JOUR PEDOPSYCHIATRIE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070785464;HOPITAL DE JOUR PEDOPSYCHIATRIE;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070786355;CLINIQUE PSYCHIATRIQUE J.CHIRON;630786754
STB;2014;070780317;15;HOPITAL STE MARIE DE PRIVAS;070786363;HOPITAL JOUR PSYCHIATRIE ADULTE;630786754
STB;2014;070780390;04;HÔPITAL DE SERRIÈRES;;;070000211
STB;2014;070780408;09;CLINIQUE DES CEVENNES;;;070000229
STB;2014;070780424;09;HPDA CLINIQUE PASTEUR;;;070000245
STB;2014;070783824;04;MAISON DE CURE DU MONTOULON;;;070002878
STB;2014;070784517;04;LONG SÉJOUR CH PRIVAS;;;070002878
STB;2014;070784897;09;POST CURE DE VIRAC SF CROIX BLEUE;;;750820680
STB;2014;080000110;04;CENTRE HOSPITALIER DE SEDAN;080006075;USLD DE L'HOPITAL DE SEDAN;080000037
STB;2014;080000136;09;Clinique de la Pointe;;;750055311
STB;2014;080000219;04;CENTRE HOSPITALIER DE RETHEL;080006257;USLD DE L'HOPITAL DE RETHEL;080001969
STB;2014;080000250;09;CRF POUR ADULTES;;;540019726
STB;2014;080000268;09;SOINS DE SUITE SAINT JULIEN;;;540019726
STB;2014;080000276;04;CENTRE HOSPITALIER DE VOUZIERS;;;080001969
STB;2014;080000284;04;CENTRE HOSPITALIER DE FUMAY;;;080000060
STB;2014;080000300;04;CENTRE HOSPITALIER DE NOUZONVILLE;;;080000078
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001613;CENTRE DE JOUR -L'HELIOTROPE-;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001621;HOPITAL DE JOUR -VOLTAIRE-;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001647;CMP - CATTP;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001654;CMP CATTP CAMILLE CLAUDEL;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001696;CMP - CATTP LOUIS HACHETTE;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001704;CMP;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001712;CATTP DOMINIQUE VIAU;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001746;CMP- CATTP -LES CHARMETTES-;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001761;CMP-CATTP DE NOUZONVILLE;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001787;CMP-CATTP -LES TOURNELLES-;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001795;CMP DE REVIN - CH BELAIR;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001803;CMP DE GIVET - CH BELAIR;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001837;CAT LES SOURCES;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001845;APPARTEMENT THERAPEUTIQUE;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080001860;CAT LA CITADELLE;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080005853;HOPITAL DE JOUR -LES TOURNELLES-;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080005861;HOPITAL DE JOUR -L'ARCHE-;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080006273;CASPEA - HDJ - CMP  - CATTP;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080006356;HOPITAL DE JOUR;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080007172;CTRE DE JOUR POUR ENFANTS LA TAMISIERE;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080007180;CATTP - HOPITAL DE JOUR;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080007206;CMP-CATTP-HOPITAL DE JOUR FOREST;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080009343;CMP;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080009384;UNITE DE SOINS POUR ADOLESCENTS;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080010051;CMP - CATTP AQUARELLE;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080010069;CMP;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080010531;ATELIERS THERAPEUTIQUES;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080010549;ATELIER THERAPEUTIQUES;080000086
STB;2014;080000318;14;CENTRE HOSPITALIER BELAIR;080010556;CATTP - HJ -MILLEPERTUIS-;080000086
STB;2014;080000425;04;HOPITAL MANCHESTER - CH CHARLEVILLE;;;080000615
STB;2014;080002140;09;CRF POUR ENFANTS DE WARNECOURT;;;540019726
STB;2014;080005960;04;CENTRE DE SANTE-LONG SEJOUR;;;080000615
STB;2014;080008279;04;SERVICE D'HOSPITALISATION A DOMICILE;;;080001969
STB;2014;080009350;04;CTRE POST-CURE EN ALCOOLOGIE CH BELAIR;;;080000086
STB;2014;080009814;04;ANTENNE SMUR  - CH CHARLEVILLE;;;080000615
STB;2014;080010267;09;GCS TERRITORIAL ARDENNE NORD IMPLAN1;;;080010242
STB;2014;080010465;09;GCS TERRIT ARDEN NORD SITE CH SEDAN;;;080010242
STB;2014;080010473;09;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;;;080010242
STB;2014;080010523;09;Clinique du Parc;;;750043994
STB;2014;090000019;04;C.H (EX H.L.) SAINT LOUIS;;;090180019
STB;2014;090000175;04;CH INTERCOMMUNAL DU VAL D'ARIEGE;;;090781774
STB;2014;090000183;04;CENTRE HOSPITALIER  ARIEGE COUSERANS;090002783;APPARTEMENT THERAPEUTIQUE;090781816
STB;2014;090000183;04;CENTRE HOSPITALIER  ARIEGE COUSERANS;090002932;HOPITAL DE JOUR;090781816
STB;2014;090000183;04;CENTRE HOSPITALIER  ARIEGE COUSERANS;090003146;CMP ADULTES SAINT-GIRONS CHAC;090781816
STB;2014;090000183;04;CENTRE HOSPITALIER  ARIEGE COUSERANS;090783473;CMP/CATTP   PAMIERS CHAC;090781816
STB;2014;090000183;04;CENTRE HOSPITALIER  ARIEGE COUSERANS;090784521;CMP /CATTP ADULTES LAVELANET CHAC;090781816
STB;2014;090000183;04;CENTRE HOSPITALIER  ARIEGE COUSERANS;090784554;HOP DE JOUR PAMIERS CH ARIEGE COUSERAN;090781816
STB;2014;090000183;04;CENTRE HOSPITALIER  ARIEGE COUSERANS;090784570;CMP ADULTE FOIX HAUTE ARIEGE CHAC;090781816
STB;2014;090000183;04;CENTRE HOSPITALIER  ARIEGE COUSERANS;090784596;CMP DU COUSERANS CHAC;090781816
STB;2014;090000183;04;CENTRE HOSPITALIER  ARIEGE COUSERANS;090784612;CMP ENFANTS ET ADO PAMIERS CHAC;090781816
STB;2014;090000183;04;CENTRE HOSPITALIER  ARIEGE COUSERANS;090784638;CATTP ORRY PIJ ST GIRONS CHAC;090781816
STB;2014;090000217;04;C.H. (EX H.L.) TARASCON SUR ARIEGE;;;090782251
STB;2014;090001629;04;CH DU PAYS D'OLMES;;;090780107
STB;2014;090002478;09;ASSOCIATION ECHO SANTE HAD;;;090002429
STB;2014;090002841;04;HOPITAL SSR;;;090781774
STB;2014;090780404;09;MECS LES TILLEULS AX LES THERMES;;;090000126
STB;2014;100000082;09;CLINIQUE DU PAYS DE SEINE;;;100001148
STB;2014;100000090;04;CENTRE HOSPITALIER DE TROYES;;;100000017
STB;2014;100000108;14;EPSMA;100002369;CMP-CATTP ENFANTS;100000033
STB;2014;100000108;14;EPSMA;100002419;CMP-CATTP ENFANTS DE ROMILLY/SEINE;100000033
STB;2014;100000108;14;EPSMA;100002468;CENTRE DE JOUR;100000033
STB;2014;100000108;14;EPSMA;100002518;CMP-CATTP ENFANTS DE BAR/SEINE;100000033
STB;2014;100000108;14;EPSMA;100002559;CMP-CATTP-HOPITAL DE JOUR- CH BRIENNE;100000033
STB;2014;100000108;14;EPSMA;100002609;CMP-CATTP ADULTES - CH DE BRIENNE;100000033
STB;2014;100000108;14;EPSMA;100004225;CMP-CATTP - CHS BRIENNE;100000033
STB;2014;100000108;14;EPSMA;100004233;CMP-CATTP-HOSPITALISATION A DOMICILE;100000033
STB;2014;100000108;14;EPSMA;100004241;CMP - CATTP DE BAR/SEINE - CHS BRIENNE;100000033
STB;2014;100000108;14;EPSMA;100004258;CMP - CATTP BAR-SUR-AUBE - CHS BRIENNE;100000033
STB;2014;100000108;14;EPSMA;100005388;CATTP - HDJ ADULTES TROYES-NORD;100000033
STB;2014;100000108;14;EPSMA;100005404;CENTRE DE POST-CURE;100000033
STB;2014;100000108;14;EPSMA;100005487;HOP DE JOUR - CMP - CATTP ENFANTS;100000033
STB;2014;100000108;14;EPSMA;100006451;HDJ- CENTRE PC - UATP DE ROMILLY/SEINE;100000033
STB;2014;100000108;14;EPSMA;100009174;HAD NORD;100000033
STB;2014;100000108;14;EPSMA;100009182;CLINIQUE PSYCHIATRIQUE DE L'AUBE;100000033
STB;2014;100000108;14;EPSMA;100009968;UNITÉ DE 72 HEURES -UL72-;100000033
STB;2014;100000116;04;CENTRE HOSPITALIER DE BAR SUR AUBE;100006048;USLD HOPITAL LOCAL  BAR-SUR-AUBE;100000041
STB;2014;100000124;09;POLYCLINIQUE  MONTIER LA CELLE;;;100009075
STB;2014;100000140;04;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100005917;USLD EHPAD HL BAR-SUR-SEINE;100000058
STB;2014;100000157;09;POLYCLINIQUE DES URSULINES;;;100009075
STB;2014;100000199;04;GHAM - SITE DE ROMILLY-SUR-SEINE;;;100006279
STB;2014;100000801;04;GHAM - SITE DE NOGENT SUR SEINE;100001197;USLD HL NOGENT-SUR-SEINE;100006279
STB;2014;100002351;09;CLINIQUE DE CHAMPAGNE;;;100000561
STB;2014;100006493;04;SECTION MOYEN SEJOUR - CH DE TROYES;100006444;USLD EHPAD CH DE TROYES;100000017
STB;2014;100007285;09;CENTRE DE REEDUCATION FONCTIONNELLE;;;140017617
STB;2014;100007699;04;SERVICE D'HOSPITALISATION A DOMICILE;;;100006279
STB;2014;100008903;09;SERVICE D'HOSPITALISATION A DOMICILE;;;100007335
STB;2014;100009083;09;CENTRE DE REEDUCATION PASTEUR;;;750721235
STB;2014;100009364;04;HOPITAL DE JOUR DE GERIATRIE;;;100000017
STB;2014;100009380;04;UNITE D'ALCOOLOGIE JEAN SCHIFFER;;;100000017
STB;2014;100010206;04;ANTENNE SMUR DE BAR SUR AUBE;;;100000017
STB;2014;110000023;04;CENTRE HOSPITALIER DE CARCASSONNE;;;110780061
STB;2014;110000049;04;CENTRE HOSPITALIER J.P. CASSABEL;110787322;USLD CH CASTELNAUDARY;110780087
STB;2014;110000056;04;CH NARBONNE;;;110780137
STB;2014;110000189;04;CENTRE HOSPITALIER LIMOUX-QUILLAN SITE DE LIMOUX;;;110780707
STB;2014;110000247;04;CH LEZIGNAN CORBIERES;110787363;USLD CH LEZIGNAN;110780772
STB;2014;110000262;04;CENTRE HOSPITALIER FRANCIS VALS;;;110781010
STB;2014;110002953;14;CH NARBONNE;110003381;CH NARBONNE CMP PSY INFANTO-JUVENILE;110780137
STB;2014;110002953;14;CH NARBONNE;110006996;CH NARBONNE HJ PSY ADULTE ALCOOLIQUE;110780137
STB;2014;110002953;14;CH NARBONNE;110781291;CH NARBONNE CLINIQUE PSY STE-THERESE;110780137
STB;2014;110002953;14;CH NARBONNE;110787256;CH NARBONNE HOPITAL DE JOUR E. SAUNIER;110780137
STB;2014;110002953;14;CH NARBONNE;110788072;CH NARBONNE CMP PSY INFANTO-JUVE;110780137
STB;2014;110002953;14;CH NARBONNE;110788114;CH NARBONNE HOPIT. DE JOUR BROSSOLETTE;110780137
STB;2014;110003118;09;CLINIQUE DU SUD;;;110007341
STB;2014;110004942;09;SSR  KORIAN  LES QUATRE FONTAINES;;;310021324
STB;2014;110005048;09;HOSPITALISATION A DOMICILE;;;110000114
STB;2014;110005246;04;CH NARBONNE;;;110780137
STB;2014;110005394;09;HaD Ouest audois;;;750047367
STB;2014;110006137;04;USLD LES RIVES D'ODE;;;110780061
STB;2014;110007259;09;UDM;;;110000114
STB;2014;110780152;15;CLINIQUE DE MIREMONT;;;110000064
STB;2014;110780186;09;CENTRE DE LORDAT;;;110000072
STB;2014;110780194;09;CLINIQUE SOINS DE SUITE CHRISTINA;;;110000080
STB;2014;110780202;09;MAISON DE REPOS CHATEAU DE LA VERNEDE;;;310021316
STB;2014;110780228;09;POLYCLINIQUE LE LANGUEDOC;;;110000114
STB;2014;110780236;04;CENTRE HOSPITALIER LIMOUX-QUILLAN SITE DE QUILLAN;;;110780707
STB;2014;110780483;09;CLINIQUE MONTREAL;;;110000155
STB;2014;110781283;04;CH NARBONNE;;;110780137
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110002920;CENTRE ACCUEIL THERAPEUTIQUE;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110002946;CLINIQUE LES OLIVIERS;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110002979;CMP ADULTES LIMOUX;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110002987;CENTRE ACCUEIL THERAPEUTIQUE ASM;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110002995;CENTRE ACCUEIL THERAPEUTIQUE ENFANTS;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110003407;CENTRE ACCUEIL THERAPEUTIQUE;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110004215;CMP ENFANTS CASTELNAUDARY;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110004272;CTRE DEPT. ACCUEIL & SOINS ADOLESCENTS;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110004371;HOPITAL DE JOUR A VOCATION GERIATRIQUE;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110004397;POLE SANTE ASM MONTREDON;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110005279;UNITE PSYCHIATRIE GENERALE ASM LIMOUX;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110006376;HJ PSYCHIATRIE ADULTES ASM;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110006384;HJ PSYCHIATRIE INFANTO JUVENILE ASM;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110006392;HJ PSYCHIATRIE ADULTES ASM LEZIGNAN;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110007010;HJ PSY ADULTES CARCASSONNE ASM;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110007374;CMP LIMOUX CASTELNAUDARY 1 QUILLAN;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110007382;CATTP ADULTES LIMOUX;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110007390;CMP NARBONNE LEZIGNAN 4;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110007408;CATTP NARBONNE LEZIGNAN 4 NARBONNE;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110785383;CENTRE READAPT POST CURE LEON CASSAN;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110785409;CMP DE LEZIGNAN;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110785417;CMP DE CASTELNAUDARY;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110785482;CMP HOPITAL DE JOUR CARCASSONNE;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110785516;CTRE PSYCHOTHERAP. ARAGOU-LES TILLEULS;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110785532;INTERSECTEUR PSY.INF. JUV. CARCASSONNE;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110786555;HOPITAL DE JOUR ADULTES;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110786738;INTERSECTEUR PSY.INF. JUVENILE LIMOUX;110786324
STB;2014;110786324;05;ASSOCIATION AUDOISE SOCIALE & MEDICALE;110788841;CENTRE MEDICO-PSYCHO ASM SECTEUR 2;110786324
STB;2014;110786746;09;SOINS DE SUITE READAPTATION PA LIMOUX;110785789;USLD ASM;110786324
STB;2014;120000039;04;C.H. DE RODEZ -HOPITAL JACQUES PUEL-;120006986;CMP DE RODEZ PIJ;120780044
STB;2014;120000054;04;CH VILLEFRANCHE DE ROUERGUE;;;120780069
STB;2014;120000070;04;CH PIERRE DELPECH DECAZEVILLE;120787262;USLD CH DECAZEVILLE;120780085
